101_alfonso_13,\theta
101_carlos_30,\theta
101_caue_53,\theta
101_danilo_73,\theta
101_david_93,\theta
101_edwin_113,\theta
101_Fabricio_133,\theta
101_Frank_151,\theta
101_fujita_169,\theta
101_herbert_193,\theta
101_hirata_212,\theta
101_jorge_221,\theta
101_leissi_253,\theta
101_leo_260,\theta
101_miguel_290,\theta
101_mijail_301,\theta
101_Nina_321,\theta
101_rosario_348,\theta
101_user0_373,\theta
105_alfonso_386,4
105_alfonso_392,3
105_alfonso_393,4
105_alfonso_398,3
105_alfonso_399,4
105_carlos_417,4
105_carlos_423,3
105_carlos_424,4
105_carlos_429,3
105_carlos_430,4
105_caue_450,4
105_caue_452,3
105_caue_453,4
105_caue_458,3
105_caue_460,4
105_danilo_482,4
105_danilo_484,4
105_danilo_485,3
105_danilo_487,4
105_danilo_501,3
105_david_510,4
105_david_516,3
105_david_517,4
105_david_522,3
105_david_523,4
105_edwin_541,4
105_edwin_547,3
105_edwin_548,4
105_edwin_553,3
105_edwin_554,4
105_Fabricio_574,3
105_Fabricio_579,4
105_Fabricio_580,3
105_Fabricio_582,4
105_Fabricio_596,4
105_Frank_605,4
105_Frank_607,3
105_Frank_608,4
105_Frank_613,3
105_Frank_615,4
105_fujita_631,3
105_fujita_634,3
105_fujita_636,4
105_fujita_637,4
105_fujita_642,4
105_herbert_667,3
105_herbert_672,4
105_herbert_673,3
105_herbert_675,4
105_herbert_689,4
105_hirata_696,4
105_hirata_702,3
105_hirata_703,4
105_hirata_708,3
105_hirata_709,4
105_leissi_725,4
105_leissi_733,3
105_leissi_734,4
105_leissi_739,3
105_leissi_740,4
105_leo_764,3
105_leo_766,4
105_leo_771,4
105_leo_780,4
105_leo_781,3
105_lucelia_790,4
105_lucelia_794,4
105_lucelia_795,3
105_lucelia_797,4
105_lucelia_813,3
105_miguel_822,4
105_miguel_826,4
105_miguel_827,3
105_miguel_829,4
105_miguel_842,3
105_mijail_853,3
105_mijail_858,4
105_mijail_859,3
105_mijail_861,4
105_mijail_875,4
105_Nina_881,4
105_Nina_884,3
105_Nina_886,4
105_Nina_891,4
105_Nina_904,3
105_rosario_912,4
105_rosario_915,3
105_rosario_920,4
105_rosario_921,3
105_rosario_923,4
105_user0_946,4
105_user0_948,3
